osm_id,key,value,commentary
9780133036,paving_stones,nan,no wiki page for this key
9823403602,paving_stones,nan,no wiki page for this key
24959939,paving_stones,nan,no wiki page for this key
29464525,paving_stones,nan,no wiki page for this key
31213044,paving_stones,nan,no wiki page for this key
31213063,paving_stones,nan,no wiki page for this key
31213083,paving_stones,nan,no wiki page for this key
32944187,paving_stones,nan,no wiki page for this key
48988570,paving_stones,nan,no wiki page for this key
74383311,paving_stones,nan,no wiki page for this key
106935657,paving_stones,nan,no wiki page for this key
138138583,paving_stones,nan,no wiki page for this key
161864899,paving_stones,nan,no wiki page for this key
163037373,paving_stones,nan,no wiki page for this key
163297350,paving_stones,nan,no wiki page for this key
169460804,paving_stones,nan,no wiki page for this key
171463168,paving_stones,nan,no wiki page for this key
171463169,paving_stones,nan,no wiki page for this key
171463171,paving_stones,nan,no wiki page for this key
171463178,paving_stones,nan,no wiki page for this key
198124891,paving_stones,nan,no wiki page for this key
229509499,paving_stones,nan,no wiki page for this key
229526565,paving_stones,nan,no wiki page for this key
232699561,paving_stones,nan,no wiki page for this key
282701898,paving_stones,nan,no wiki page for this key
282701899,paving_stones,nan,no wiki page for this key
282701900,paving_stones,nan,no wiki page for this key
282743746,paving_stones,nan,no wiki page for this key
282744414,paving_stones,nan,no wiki page for this key
282744415,paving_stones,nan,no wiki page for this key
304610302,paving_stones,nan,no wiki page for this key
319847152,paving_stones,nan,no wiki page for this key
319847153,paving_stones,nan,no wiki page for this key
355479579,paving_stones,nan,no wiki page for this key
356646945,paving_stones,nan,no wiki page for this key
358153507,paving_stones,nan,no wiki page for this key
358390751,paving_stones,nan,no wiki page for this key
369444924,paving_stones,nan,no wiki page for this key
375708768,paving_stones,nan,no wiki page for this key
375708770,paving_stones,nan,no wiki page for this key
387497939,paving_stones,nan,no wiki page for this key
387497943,paving_stones,nan,no wiki page for this key
387497946,paving_stones,nan,no wiki page for this key
387497948,paving_stones,nan,no wiki page for this key
390241716,paving_stones,nan,no wiki page for this key
406955107,paving_stones,nan,no wiki page for this key
422430196,paving_stones,nan,no wiki page for this key
423677126,paving_stones,nan,no wiki page for this key
442946136,paving_stones,nan,no wiki page for this key
447830738,paving_stones,nan,no wiki page for this key
448208098,paving_stones,nan,no wiki page for this key
448208100,paving_stones,nan,no wiki page for this key
448307278,paving_stones,nan,no wiki page for this key
452857102,paving_stones,nan,no wiki page for this key
452857104,paving_stones,nan,no wiki page for this key
452857105,paving_stones,nan,no wiki page for this key
452857107,paving_stones,nan,no wiki page for this key
459172189,paving_stones,nan,no wiki page for this key
461679066,paving_stones,nan,no wiki page for this key
461914979,paving_stones,nan,no wiki page for this key
472108296,paving_stones,nan,no wiki page for this key
472108297,paving_stones,nan,no wiki page for this key
474843171,paving_stones,nan,no wiki page for this key
474843172,paving_stones,nan,no wiki page for this key
474843174,paving_stones,nan,no wiki page for this key
478819337,paving_stones,nan,no wiki page for this key
485468385,paving_stones,nan,no wiki page for this key
486155055,paving_stones,nan,no wiki page for this key
522498234,paving_stones,nan,no wiki page for this key
543880389,paving_stones,nan,no wiki page for this key
543880390,paving_stones,nan,no wiki page for this key
543881315,paving_stones,nan,no wiki page for this key
543881321,paving_stones,nan,no wiki page for this key
543896704,paving_stones,nan,no wiki page for this key
543896705,paving_stones,nan,no wiki page for this key
543896706,paving_stones,nan,no wiki page for this key
543896707,paving_stones,nan,no wiki page for this key
543896708,paving_stones,nan,no wiki page for this key
544001639,paving_stones,nan,no wiki page for this key
544001640,paving_stones,nan,no wiki page for this key
544002453,paving_stones,nan,no wiki page for this key
544589879,paving_stones,nan,no wiki page for this key
544589880,paving_stones,nan,no wiki page for this key
544589881,paving_stones,nan,no wiki page for this key
544589882,paving_stones,nan,no wiki page for this key
544605037,paving_stones,nan,no wiki page for this key
546206470,paving_stones,nan,no wiki page for this key
546211172,paving_stones,nan,no wiki page for this key
546211173,paving_stones,nan,no wiki page for this key
546211174,paving_stones,nan,no wiki page for this key
546211175,paving_stones,nan,no wiki page for this key
546711144,paving_stones,nan,no wiki page for this key
546905668,paving_stones,nan,no wiki page for this key
